cancer_type,rank,feature,feature_family,mean_abs_shap,plain_english_meaning
LUSC,14,vep_consequence_fraction__splice_donor_variant,VEP consequence composition,0.09339187047501582,Composition of mutation consequence types assigned by VEP.
LUSC,15,vep_consequence_fraction__intron_variant,VEP consequence composition,0.09091083995219379,Composition of mutation consequence types assigned by VEP.
OV,1,driver_gene_functional_event_log_count__TP53,"Exact cancer gene, functional event",0.7086783274728805,How many protein-affecting or high/moderate-impact mutations hit TP53.
OV,2,vaf_std,Variant allele fraction summary,0.6642332000675742,A sample-level summary of tumor variant allele fractions; useful but should be checked as a purity/proxy sensitivity.
OV,3,vaf_mean,Variant allele fraction summary,0.2595227477430308,A sample-level summary of tumor variant allele fractions; useful but should be checked as a purity/proxy sensitivity.
OV,4,cancer_hotspot_exact_variant_log_count,Cancer hotspot summary,0.1771255527168978,Burden or maximum VAF of mutations at known cancer hotspot residues or exact hotspot variants.
OV,5,vaf_max,Variant allele fraction summary,0.15813509968691505,A sample-level summary of tumor variant allele fractions; useful but should be checked as a purity/proxy sensitivity.
OV,6,driver_evidence_max_vaf_high_or_moderate_impact__source_count_4,External driver-evidence tier,0.14927250443146478,Aggregate burden among genes supported by 4 external driver-evidence source(s).
OV,7,oncokb_role_max_vaf_high_or_moderate_impact__tumor_suppressor,OncoKB role aggregate,0.13439282116491086,Aggregate burden in OncoKB-curated oncogene/tumor-suppressor role groups.
OV,8,driver_evidence_high_or_moderate_impact_log_count__source_count_4,External driver-evidence tier,0.11930118385076639,Aggregate burden among genes supported by 4 external driver-evidence source(s).
OV,9,vep_consequence_fraction__frameshift_variant,VEP consequence composition,0.1190175559488398,Composition of mutation consequence types assigned by VEP.
OV,10,cancer_hotspot_residue_log_count,Cancer hotspot summary,0.10934253977495245,Burden or maximum VAF of mutations at known cancer hotspot residues or exact hotspot variants.
OV,11,vep_consequence_fraction__synonymous_variant,VEP consequence composition,0.07952363750379846,Composition of mutation consequence types assigned by VEP.
OV,12,vep_consequence_fraction__stop_gained,VEP consequence composition,0.07364545228936549,Composition of mutation consequence types assigned by VEP.
OV,13,vaf_median,Variant allele fraction summary,0.06588343337907646,A sample-level summary of tumor variant allele fractions; useful but should be checked as a purity/proxy sensitivity.
OV,14,vep_consequence_fraction__downstream_gene_variant,VEP consequence composition,0.06276929140520224,Composition of mutation consequence types assigned by VEP.
OV,15,vep_consequence_fraction__splice_acceptor_variant,VEP consequence composition,0.059187470621691315,Composition of mutation consequence types assigned by VEP.
PRAD,1,residual_non_oncokb_positive_role_unique_high_or_moderate_impact_genes_log_count,Non-OncoKB cancer-gene aggregate,0.9113250018178951,Aggregate burden in externally supported cancer genes not covered by the OncoKB role group.
PRAD,2,vep_impact_count__modifier,VEP impact composition,0.5285780780506321,"Composition of VEP impact levels such as high, moderate, low, or modifier."
PRAD,3,vaf_q90,Variant allele fraction summary,0.23414139755725047,A sample-level summary of tumor variant allele fractions; useful but should be checked as a purity/proxy sensitivity.
PRAD,4,driver_evidence_unique_high_or_moderate_genes_log_count__source_count_4,External driver-evidence tier,0.15458835954079406,Aggregate burden among genes supported by 4 external driver-evidence source(s).
PRAD,5,cancer_hotspot_max_vaf,Cancer hotspot summary,0.15308237933553756,Burden or maximum VAF of mutations at known cancer hotspot residues or exact hotspot variants.
PRAD,6,driver_evidence_max_vaf_high_or_moderate_impact__source_count_3,External driver-evidence tier,0.13686457540567062,Aggregate burden among genes supported by 3 external driver-evidence source(s).
PRAD,7,vep_polyphen_fraction__unknown,Predicted functional damage,0.10582710395217873,Composition of predicted protein-damaging versus tolerated variants.
PRAD,8,driver_gene_functional_event_log_count__SPOP,"Exact cancer gene, functional event",0.1043089878000319,How many protein-affecting or high/moderate-impact mutations hit SPOP.
PRAD,9,oncokb_role_unique_high_or_moderate_impact_genes_log_count__oncogene,OncoKB role aggregate,0.1033876722853165,Aggregate burden in OncoKB-curated oncogene/tumor-suppressor role groups.
PRAD,10,driver_evidence_max_vaf_high_or_moderate_impact__source_count_4,External driver-evidence tier,0.0992766015365487,Aggregate burden among genes supported by 4 external driver-evidence source(s).
PRAD,11,vep_consequence_fraction__3_prime_utr_variant,VEP consequence composition,0.09194979511867132,Composition of mutation consequence types assigned by VEP.
PRAD,12,vep_impact_fraction__modifier,VEP impact composition,0.08801112285513227,"Composition of VEP impact levels such as high, moderate, low, or modifier."
PRAD,13,vep_polyphen_count__unknown,Predicted functional damage,0.08712534988328116,Composition of predicted protein-damaging versus tolerated variants.
PRAD,14,vep_consequence_count__3_prime_utr_variant,VEP consequence composition,0.07662538903408858,Composition of mutation consequence types assigned by VEP.
PRAD,15,vep_consequence_fraction__frameshift_variant,VEP consequence composition,0.06727550532443274,Composition of mutation consequence types assigned by VEP.
SARC,1,vep_impact_fraction__modifier,VEP impact composition,1.7004993878491224,"Composition of VEP impact levels such as high, moderate, low, or modifier."
SARC,2,vep_consequence_fraction__3_prime_utr_variant,VEP consequence composition,0.695211972250545,Composition of mutation consequence types assigned by VEP.
SARC,3,vaf_std,Variant allele fraction summary,0.19054611711973848,A sample-level summary of tumor variant allele fractions; useful but should be checked as a purity/proxy sensitivity.
SARC,4,vep_impact_fraction__high,VEP impact composition,0.10426194839194068,"Composition of VEP impact levels such as high, moderate, low, or modifier."
SARC,5,vep_consequence_count__frameshift_variant,VEP consequence composition,0.09743009051453555,Composition of mutation consequence types assigned by VEP.
SARC,6,vep_consequence_fraction__downstream_gene_variant,VEP consequence composition,0.08714331629415029,Composition of mutation consequence types assigned by VEP.
SARC,7,vep_biotype_fraction__protein_coding,Transcript annotation composition,0.08335062931641005,Transcript-level annotation composition from VEP.
SARC,8,vaf_median,Variant allele fraction summary,0.08211876873290748,A sample-level summary of tumor variant allele fractions; useful but should be checked as a purity/proxy sensitivity.
SARC,9,residual_non_oncokb_positive_role_unique_high_or_moderate_impact_genes_log_count,Non-OncoKB cancer-gene aggregate,0.08096750672179041,Aggregate burden in externally supported cancer genes not covered by the OncoKB role group.
SARC,10,vep_consequence_count__3_prime_utr_variant,VEP consequence composition,0.07703951821938972,Composition of mutation consequence types assigned by VEP.
SARC,11,vaf_mean,Variant allele fraction summary,0.06940679987628755,A sample-level summary of tumor variant allele fractions; useful but should be checked as a purity/proxy sensitivity.
SARC,12,vep_sift_fraction__tolerated_low_confidence,Predicted functional damage,0.06926384954480454,Composition of predicted protein-damaging versus tolerated variants.
SARC,13,vep_consequence_fraction__stop_gained,VEP consequence composition,0.06642192817409523,Composition of mutation consequence types assigned by VEP.
SARC,14,vaf_max,Variant allele fraction summary,0.06573731212874918,A sample-level summary of tumor variant allele fractions; useful but should be checked as a purity/proxy sensitivity.
SARC,15,driver_gene_role_matched_event_log_count__ATRX,"Exact cancer gene, role-matched event",0.06559450865141116,How many mutations affect ATRX in a way consistent with that gene's curated cancer role.
SKCM,1,driver_gene_functional_event_log_count__TP53,"Exact cancer gene, functional event",0.5847483546705916,How many protein-affecting or high/moderate-impact mutations hit TP53.
SKCM,2,vep_consequence_fraction__frameshift_variant,VEP consequence composition,0.5155923283076845,Composition of mutation consequence types assigned by VEP.
SKCM,3,driver_gene_functional_event_log_count__BRAF,"Exact cancer gene, functional event",0.4857419861573726,How many protein-affecting or high/moderate-impact mutations hit BRAF.
SKCM,4,vep_consequence_fraction__synonymous_variant,VEP consequence composition,0.4488435791558004,Composition of mutation consequence types assigned by VEP.
SKCM,5,vep_impact_fraction__low,VEP impact composition,0.371422186614509,"Composition of VEP impact levels such as high, moderate, low, or modifier."
SKCM,6,vep_consequence_fraction__3_prime_utr_variant,VEP consequence composition,0.23334298194618897,Composition of mutation consequence types assigned by VEP.
SKCM,7,driver_gene_functional_event_log_count__NRAS,"Exact cancer gene, functional event",0.20910640741232783,How many protein-affecting or high/moderate-impact mutations hit NRAS.
SKCM,8,vep_consequence_count__synonymous_variant,VEP consequence composition,0.20889256649665186,Composition of mutation consequence types assigned by VEP.
SKCM,9,vep_consequence_count__frameshift_variant,VEP consequence composition,0.20621678101597354,Composition of mutation consequence types assigned by VEP.
SKCM,10,vep_polyphen_fraction__probably_damaging,Predicted functional damage,0.18376910663486343,Composition of predicted protein-damaging versus tolerated variants.
SKCM,11,oncokb_role_max_vaf_high_or_moderate_impact__oncogene,OncoKB role aggregate,0.1711696268402011,Aggregate burden in OncoKB-curated oncogene/tumor-suppressor role groups.
SKCM,12,vep_consequence_fraction__inframe_deletion,VEP consequence composition,0.1637157546663366,Composition of mutation consequence types assigned by VEP.
SKCM,13,vep_impact_fraction__modifier,VEP impact composition,0.15742563073428756,"Composition of VEP impact levels such as high, moderate, low, or modifier."
SKCM,14,cancer_hotspot_max_vaf,Cancer hotspot summary,0.10927029129336006,Burden or maximum VAF of mutations at known cancer hotspot residues or exact hotspot variants.
SKCM,15,driver_gene_functional_event_log_count__PIK3CA,"Exact cancer gene, functional event",0.10750007694936357,How many protein-affecting or high/moderate-impact mutations hit PIK3CA.
STAD,1,vep_impact_fraction__modifier,VEP impact composition,0.5208770166087198,"Composition of VEP impact levels such as high, moderate, low, or modifier."
STAD,2,vep_consequence_fraction__3_prime_utr_variant,VEP consequence composition,0.29462253203113503,Composition of mutation consequence types assigned by VEP.
STAD,3,vep_consequence_fraction__splice_acceptor_variant,VEP consequence composition,0.2401337538630469,Composition of mutation consequence types assigned by VEP.
STAD,4,vep_consequence_count__synonymous_variant,VEP consequence composition,0.14395928965612256,Composition of mutation consequence types assigned by VEP.
STAD,5,vep_impact_fraction__high,VEP impact composition,0.1147935973073072,"Composition of VEP impact levels such as high, moderate, low, or modifier."
STAD,6,driver_gene_role_matched_event_log_count__ARID1A,"Exact cancer gene, role-matched event",0.11324098704732023,How many mutations affect ARID1A in a way consistent with that gene's curated cancer role.
STAD,7,vep_consequence_fraction__splice_region_variant,VEP consequence composition,0.10885096013604198,Composition of mutation consequence types assigned by VEP.
STAD,8,oncokb_role_max_vaf_high_or_moderate_impact__oncogene,OncoKB role aggregate,0.10576588890507992,Aggregate burden in OncoKB-curated oncogene/tumor-suppressor role groups.
STAD,9,vep_consequence_count__stop_gained,VEP consequence composition,0.10166797722456977,Composition of mutation consequence types assigned by VEP.
STAD,10,vep_consequence_fraction__stop_gained,VEP consequence composition,0.08925837429304011,Composition of mutation consequence types assigned by VEP.
STAD,11,vep_impact_fraction__moderate,VEP impact composition,0.08720799281181826,"Composition of VEP impact levels such as high, moderate, low, or modifier."
STAD,12,vep_consequence_count__inframe_deletion,VEP consequence composition,0.0829461533986614,Composition of mutation consequence types assigned by VEP.
STAD,13,residual_non_oncokb_positive_role_unique_high_or_moderate_impact_genes_log_count,Non-OncoKB cancer-gene aggregate,0.08184412792350486,Aggregate burden in externally supported cancer genes not covered by the OncoKB role group.
STAD,14,vep_consequence_fraction__inframe_deletion,VEP consequence composition,0.07907774148377938,Composition of mutation consequence types assigned by VEP.
STAD,15,vaf_median,Variant allele fraction summary,0.07256775106895474,A sample-level summary of tumor variant allele fractions; useful but should be checked as a purity/proxy sensitivity.
THCA,1,residual_non_oncokb_positive_role_unique_high_or_moderate_impact_genes_log_count,Non-OncoKB cancer-gene aggregate,0.6929235568979493,Aggregate burden in externally supported cancer genes not covered by the OncoKB role group.
THCA,2,driver_gene_functional_event_log_count__BRAF,"Exact cancer gene, functional event",0.59046008085832,How many protein-affecting or high/moderate-impact mutations hit BRAF.
THCA,3,vaf_max,Variant allele fraction summary,0.46572743720491416,A sample-level summary of tumor variant allele fractions; useful but should be checked as a purity/proxy sensitivity.
THCA,4,vep_canonical_count__yes,Transcript annotation composition,0.34668874731170946,Transcript-level annotation composition from VEP.
THCA,5,driver_gene_functional_event_log_count__TP53,"Exact cancer gene, functional event",0.3318354186904617,How many protein-affecting or high/moderate-impact mutations hit TP53.
THCA,6,vep_sift_count__unknown,Predicted functional damage,0.2920225210629178,Composition of predicted protein-damaging versus tolerated variants.
THCA,7,vep_biotype_count__protein_coding,Transcript annotation composition,0.23901727689997643,Transcript-level annotation composition from VEP.
THCA,8,vep_polyphen_fraction__benign,Predicted functional damage,0.20042694276911788,Composition of predicted protein-damaging versus tolerated variants.
THCA,9,vaf_std,Variant allele fraction summary,0.19456039411728854,A sample-level summary of tumor variant allele fractions; useful but should be checked as a purity/proxy sensitivity.
THCA,10,vep_consequence_count__frameshift_variant,VEP consequence composition,0.18896563240734396,Composition of mutation consequence types assigned by VEP.
THCA,11,oncokb_role_max_vaf_high_or_moderate_impact__tumor_suppressor,OncoKB role aggregate,0.16783278468283241,Aggregate burden in OncoKB-curated oncogene/tumor-suppressor role groups.
THCA,12,driver_evidence_max_vaf_high_or_moderate_impact__source_count_4,External driver-evidence tier,0.13700912505562882,Aggregate burden among genes supported by 4 external driver-evidence source(s).
THCA,13,vep_polyphen_count__unknown,Predicted functional damage,0.12362602947348933,Composition of predicted protein-damaging versus tolerated variants.
THCA,14,cancer_hotspot_max_vaf,Cancer hotspot summary,0.10501694340826362,Burden or maximum VAF of mutations at known cancer hotspot residues or exact hotspot variants.
THCA,15,driver_gene_functional_event_log_count__NRAS,"Exact cancer gene, functional event",0.10438078111503274,How many protein-affecting or high/moderate-impact mutations hit NRAS.
UCEC,1,driver_gene_functional_event_log_count__PTEN,"Exact cancer gene, functional event",0.50781853700988,How many protein-affecting or high/moderate-impact mutations hit PTEN.
UCEC,2,vep_consequence_fraction__3_prime_utr_variant,VEP consequence composition,0.4908682189774845,Composition of mutation consequence types assigned by VEP.
UCEC,3,cancer_hotspot_max_vaf,Cancer hotspot summary,0.4567361814274045,Burden or maximum VAF of mutations at known cancer hotspot residues or exact hotspot variants.
UCEC,4,cancer_hotspot_unique_gene_log_count,Cancer hotspot summary,0.40805725996615366,Burden or maximum VAF of mutations at known cancer hotspot residues or exact hotspot variants.
UCEC,5,driver_gene_functional_event_log_count__PIK3CA,"Exact cancer gene, functional event",0.20880507554160432,How many protein-affecting or high/moderate-impact mutations hit PIK3CA.
UCEC,6,driver_gene_functional_event_log_count__PIK3R1,"Exact cancer gene, functional event",0.19963960838038475,How many protein-affecting or high/moderate-impact mutations hit PIK3R1.
UCEC,7,driver_gene_functional_event_log_count__PPP2R1A,"Exact cancer gene, functional event",0.11871086657280103,How many protein-affecting or high/moderate-impact mutations hit PPP2R1A.
UCEC,8,vep_impact_fraction__modifier,VEP impact composition,0.11122805588905976,"Composition of VEP impact levels such as high, moderate, low, or modifier."
UCEC,9,oncokb_role_max_vaf_high_or_moderate_impact__tumor_suppressor,OncoKB role aggregate,0.1029541115424081,Aggregate burden in OncoKB-curated oncogene/tumor-suppressor role groups.
UCEC,10,driver_evidence_max_vaf_high_or_moderate_impact__source_count_4,External driver-evidence tier,0.09920734581231955,Aggregate burden among genes supported by 4 external driver-evidence source(s).
UCEC,11,cancer_hotspot_exact_variant_log_count,Cancer hotspot summary,0.09052329659985844,Burden or maximum VAF of mutations at known cancer hotspot residues or exact hotspot variants.
UCEC,12,driver_gene_role_matched_event_log_count__ARID1A,"Exact cancer gene, role-matched event",0.09023322480847128,How many mutations affect ARID1A in a way consistent with that gene's curated cancer role.
UCEC,13,driver_gene_role_matched_event_log_count__PTEN,"Exact cancer gene, role-matched event",0.09006706150714308,How many mutations affect PTEN in a way consistent with that gene's curated cancer role.
UCEC,14,oncokb_role_unique_high_or_moderate_impact_genes_log_count__tumor_suppressor,OncoKB role aggregate,0.0862249810351932,Aggregate burden in OncoKB-curated oncogene/tumor-suppressor role groups.
UCEC,15,driver_gene_functional_event_log_count__CHD4,"Exact cancer gene, functional event",0.08396662455284969,How many protein-affecting or high/moderate-impact mutations hit CHD4.
